cd_cnpj;vl_latitude;vl_longitude;vl_total_veiculos_antt;vl_total_veiculos_leves;vl_total_veiculos_pesados;fl_optante_simples;qt_filial;fl_optante_simei;de_saude_tributaria;de_nivel_atividade
15273852000120;-23,3432505;-52,0959882;;3;0;1;;0;VERDE;ALTA
12968941000100;-26,9045734;-49,0496668;;;;1;;0;AZUL;MEDIA
11067994000180;-25,9238241;-49,1783569;;;;0;;0;AZUL;MEDIA
01702985000160;-25,4496751;-49,2876629;;;;0;;0;AZUL;MEDIA
14546803000150;-16,4348287;-41,007876;;;;0;;0;;INATIVA
15763353000110;-22,2325759;-50,8920087;;;;1;;1;AMARELO;MEDIA
06929336000110;-23,691758;-46,5285601;;;;0;;0;;INATIVA
12304400000170;-29,9395484;-50,9900634;;;;1;;0;AZUL;MEDIA
93982387000100;-30,0487271;-51,084538;;;;0;;0;;INATIVA
13276745000120;-25,4249009;-49,2763113;;;;1;;1;AMARELO;MEDIA
15344536000100;-10,0760239;-67,0532278;;;;1;;0;VERDE;ALTA
14580059000100;-23,2098086;-46,8874835;;;;1;;0;AMARELO;BAIXA
14796102000170;-23,6255903;-45,4241453;;;;1;;1;AMARELO;BAIXA
15777785000180;-26,0596151;-53,7173814;;;;0;;0;AMARELO;MEDIA
15772862000100;-22,7329759;-47,3493553;;;;1;;1;AMARELO;BAIXA
15067056000130;-21,5288756;-46,6436425;;1;0;1;;0;VERDE;MEDIA
15070043000110;-15,801519;-47,860297;;;;1;;0;AZUL;MEDIA
16733881000190;-22,9369544;-46,5546186;;;;1;;1;AMARELO;BAIXA
48296420000940;-23,5569954;-46,3984315;;;;0;;0;;INATIVA
16141210000130;-12,9722184;-38,5014136;;;;0;;0;;INATIVA
86614757000190;-19,5452527;-42,6554881;;;;0;;0;;INATIVA
30043947000140;-22,8280349;-43,301225;;;;0;;0;;INATIVA
25657487000100;-21,4233992;-45,9437482;;;;0;;0;;INATIVA
75492181000110;-26,9919846;-48,6306856;;;;0;;0;;INATIVA
10730730000100;-3,7848277;-38,4805453;;;;0;;0;;INATIVA
30576516000140;-20,2660457;-40,4218121;;;;0;;0;;INATIVA
69083459000100;-23,1420036;-45,7759881;;;;0;;0;;INATIVA
07733618000100;-23,4437631;-46,9270547;;;;0;;0;;INATIVA
01257249000140;-23,1189325;-47,2287422;;;;0;;0;;INATIVA
08092927000100;-12,7350601;-60,1189321;;;;0;;0;;INATIVA
49831118000150;-23,5455088;-46,5026964;;;;0;;0;;INATIVA
58473257000140;-23,4396657;-45,0849757;;;;0;;0;;INATIVA
14635015000130;-16,2825282;-39,0236206;;;;0;;0;;INATIVA
03067921000160;-21,2141983;-47,5948694;;;;0;;0;;INATIVA
13974453000160;-26,7862299;-48,6314708;;;;1;;1;AMARELO;BAIXA
01961285000190;-22,5905906;-46,5282973;;;;0;;0;LARANJA;ALTA
01105719000150;-20,4227582;-54,5773922;;;;0;5;0;VERMELHO;MEDIA
14413130000160;-19,9238336;-43,9484055;;;;1;;0;AZUL;ALTA
06196227000130;-23,649858;-46,8547902;;;;1;;0;AZUL;MEDIA
15391025000130;-5,1413315;-38,0890258;;;;1;;1;VERDE;INATIVA
07358621000190;-20,8166949;-49,5078237;;;;0;;0;LARANJA;BAIXA
16970341000120;-23,5643514;-46,6410565;;;;1;;0;VERDE;ALTA
11189509000140;-22,6606401;-51,0783604;;;;0;;0;;INATIVA
14037425000180;-23,3997872;-46,5233133;;;;0;;0;AMARELO;BAIXA
13310158000100;-16,3462628;-48,9022292;;;;1;;1;VERDE;ALTA
10902191000130;-16,6124206;-49,3329118;;;;0;;0;AMARELO;MEDIA
12429513000100;-23,0074152;-43,3228358;;;;0;;0;;INATIVA
12161254000170;-22,0238132;-42,3640562;;;;0;;0;;INATIVA
71027692000100;-19,527351;-42,622184;;;;0;;0;AZUL;ALTA
15381137000100;-23,5252032;-46,6792941;;;;0;;0;VERDE;MEDIA
09366249000190;-6,314647;-35,4784956;;;;0;;0;AMARELO;MEDIA
49756836000100;-23,5526307;-46,8046123;;;;0;;0;AMARELO;MEDIA
20332748000280;-19,8601382;-44,6076585;;;;0;;0;VERDE;ALTA
05871403000120;-21,7609755;-43,3479486;;;;0;;0;;INATIVA
07457113000160;-23,4693065;-45,0700373;;;;0;;0;VERDE;ALTA
15865767000150;-10,2920174;-36,5482248;;;;1;;1;VERDE;MEDIA
15870732000100;-7,6962051;-38,9459326;;;;0;;0;AMARELO;MEDIA
10444534000160;-7,0780109;-34,8383973;;;;0;;0;AMARELO;MEDIA
08439030000100;-11,1848116;-40,5131352;;;;0;;0;;INATIVA
08524911000120;-23,8461111;-46,6297222;;;;0;;0;AMARELO;MEDIA
08806157000110;-20,739453;-48,9187058;;;;1;;0;VERDE;INATIVA
09180273000130;-24,00216;-48,3502638;;;;0;;0;AMARELO;MEDIA
07426965000190;-23,5565286;-46,6492514;;;;1;;0;LARANJA;BAIXA
08769760000170;-23,5397106;-46,6542342;;;;0;;0;AZUL;MEDIA
09443609000100;-3,7047191;-38,5853267;;;;0;;0;AZUL;ALTA
07634596000120;-23,3232374;-46,5901808;;;;0;;0;VERDE;ALTA
15843090000150;-16,9483347;-50,4642259;;;;0;;0;AMARELO;MEDIA
11630785000100;-21,6236442;-49,7872313;;;;0;;0;AMARELO;MEDIA
06325408000110;-19,3655768;-42,5474301;;1;0;0;;0;AZUL;ALTA
13964935000130;-14,6228158;-57,4950255;;;;0;;0;AMARELO;MEDIA
13888596000150;-23,6099057;-46,5247466;;;;1;;0;AZUL;ALTA
06259564000120;-22,8409082;-43,2797068;;;;0;;0;LARANJA;BAIXA
11210852000120;-15,8034572;-47,8807415;;;;0;;0;LARANJA;MEDIA
00398129000280;-10,8478136;-37,1429737;;;;0;;0;VERMELHO;BAIXA
00777622000120;-23,6649464;-51,3568544;;;;0;;0;AZUL;MEDIA
15829744000190;-5,7431205;-39,628501;;;;0;;0;AMARELO;MEDIA
00497178000190;-30,0393381;-51,1228559;;;;1;;0;AZUL;BAIXA
01686022000110;-1,4279853;-48,4775019;;;;0;;0;AZUL;ALTA
00240897000120;-23,5272637;-46,8021136;;;;0;1;0;AZUL;MEDIA
05762611000190;-25,5011563;-49,2714964;;;;0;;0;VERDE;MEDIA
13971079000140;-5,4505625;-47,4023359;;;;1;;1;VERDE;MEDIA
78228640000140;-25,0961134;-50,1569428;;;;0;;0;LARANJA;MEDIA
14740482000120;-23,9825254;-46,3020373;;;;1;;1;AMARELO;MEDIA
15400426000100;-1,7625939;-55,8665502;;;;1;;1;AMARELO;MEDIA
12254932000140;-23,9793102;-48,8768997;;;;0;;0;AMARELO;MEDIA
52251956000160;-23,9396987;-46,3965796;;;;0;;0;LARANJA;MEDIA
13234831000170;-10,3102118;-48,3028648;;;;1;;0;VERDE;ALTA
01192642000100;-19,2292766;-44,9943516;;;;0;;0;;INATIVA
05425450000140;-8,7618253;-63,90196;;;;1;;0;LARANJA;MEDIA
13901059000100;-23,594486;-46,6745872;;;;1;;0;VERDE;MEDIA
13786583000170;-19,4681412;-42,5488301;;;;0;;0;AZUL;ALTA
15668675000180;-29,9446624;-51,1696018;;;;1;;0;VERDE;ALTA
15180770000130;-12,9781137;-38,5143759;;;;0;;0;AZUL;MEDIA
10599810000160;-25,6793029;-49,5355225;;;;0;;0;AZUL;MEDIA
06004435000190;-15,7942287;-47,8821658;;;;0;;0;LARANJA;MEDIA
13496372000100;-7,5719951;-35,0019917;;;;1;;1;AMARELO;MEDIA
14496844000180;-28,8478808;-51,8901486;;;;0;;0;;INATIVA
54814363000190;-22,4098886;-47,5610261;;;;0;;0;AZUL;MEDIA
11625346000100;-16,0812343;-47,9760366;;;;1;;1;AMARELO;MEDIA
96221445000170;-23,5267552;-46,8512771;;;;0;;0;LARANJA;BAIXA
13916014000100;-10,9869415;-37,0992287;;;;1;;1;AMARELO;MEDIA
40869562000190;-8,6886912;-35,5837442;;;;1;;0;LARANJA;ALTA
29356458000160;-22,8827438;-43,2434229;;;;0;;0;VERDE;MEDIA
61479820000100;-22,5536431;-47,3779494;;;;0;;0;LARANJA;BAIXA
85134807002890;-25,9921998;-49,3340978;;;;0;;0;LARANJA;BAIXA
16518117000100;-22,9147526;-43,5631065;;;;1;;1;AMARELO;MEDIA
09166938000150;-14,6197344;-57,4875157;;1;0;0;;0;VERDE;ALTA
34023945000140;-12,9981031;-38,5248027;;;;0;;0;AZUL;ALTA
53305389000140;-22,2217554;-51,3108695;;;;0;;0;AMARELO;ALTA
42825778000180;-18,889571;-48,291795;;;;0;;0;LARANJA;MEDIA
33930991000160;-13,3856332;-44,2010654;;;;0;;0;;INATIVA
73291296000200;-25,4592726;-49,1847393;;;;0;;0;AMARELO;MEDIA
15048831000100;-18,9790789;-49,473951;;;;1;;0;AZUL;ALTA
38862017000120;-22,4087451;-47,5655595;;1;0;0;;0;LARANJA;BAIXA
05627075000110;-23,5228024;-46,1925163;;;;1;;0;LARANJA;BAIXA
07714326000120;-21,498013;-48,0335813;;;;1;;0;VERDE;MEDIA
70360862000100;-20,484799;-54,6131702;;;;1;;0;VERDE;MEDIA
03017569000310;-15,8506946;-47,8822231;;;;0;;0;VERDE;ALTA
51747848000110;-23,5157366;-46,5072039;;;;0;;0;AMARELO;MEDIA
15216859000100;-26,8817094;-48,6839666;;;;0;;0;VERDE;INATIVA
13039643000190;-19,7721202;-47,9447801;;;;1;;1;AMARELO;MEDIA
05598914000110;-23,0347439;-45,6111029;;;;0;;0;VERMELHO;BAIXA
11384903000130;-20,52529;-47,4178754;;;;1;;0;AMARELO;BAIXA
04530762000150;-3,117366;-60,0194375;;;;0;;0;;INATIVA
05988777000120;-18,9895958;-47,4758624;;;;0;;0;;INATIVA
03995654000190;-23,5034811;-46,4888889;;;;0;;0;;INATIVA
11687658000130;-23,6078322;-46,7528802;;;;1;;0;AMARELO;MEDIA
07838933000100;-12,9264218;-46,9351817;;;;0;;0;AMARELO;MEDIA
11558770000170;-22,9290584;-43,175879;;;;0;;0;AMARELO;MEDIA
12232941000130;-28,748844;-50,0653313;;;;0;;0;AMARELO;MEDIA
28538130000100;-20,374157;-40,305972;;;;0;1;0;VERMELHO;ALTA
04846542000130;-1,3801225;-48,4215545;;;;0;;0;AZUL;ALTA
07944455000880;-23,434227;-46,4037587;;;;1;;0;VERDE;MEDIA
19895424000190;-20,6971024;-43,8026113;;;;0;;0;AZUL;ALTA
94153525000100;-30,0914621;-51,2192005;;;;0;;0;AMARELO;MEDIA
67744805000110;-21,126913;-48,0139795;;;;0;;0;AMARELO;MEDIA
67166678000110;-22,9305911;-47,0997141;;;;0;;0;LARANJA;BAIXA
04435245000100;-18,7145016;-39,8547058;;;;1;;0;AZUL;ALTA
02246458000150;-22,423297;-50,5768488;;;;0;;0;AMARELO;MEDIA
04611923000130;-18,5416408;-53,1307217;;;;0;;0;AMARELO;INATIVA
96715610000140;-11,9550136;-40,1662152;;;;0;;0;VERDE;ALTA
08415567000130;-23,2441755;-47,3063448;;;;0;;0;VERDE;ALTA
11249768000110;-23,5742463;-46,6554165;;;;0;;0;AZUL;MEDIA
17184037032070;-20,9172128;-46,9841443;;;;0;;0;VERMELHO;ALTA
03145266000110;-22,354255;-45,7793522;;;;0;;0;AZUL;ALTA
02590454000780;-21,4069762;-48,5052392;;0;1;0;;0;AMARELO;ALTA
10727037000170;-23,3560163;-47,8596731;;;;1;;0;VERDE;ALTA
04299181000150;-23,586793;-46,5448317;;;;0;;0;AZUL;MEDIA
03045003000130;-16,4658542;-54,6363031;;;;0;;0;LARANJA;MEDIA
07394265000160;-4,1947053;-40,475976;;;;1;;0;AZUL;ALTA
02378722000100;-28,9327905;-49,4833494;;;;0;;0;VERDE;ALTA
05686182000110;-1,68072;-50,4795235;;;;0;;0;VERMELHO;MEDIA
16612440000130;-23,5462414;-46,6116178;;;;0;;0;AMARELO;BAIXA
15801143000170;-18,7987108;-52,6029136;;;;0;;0;AMARELO;MEDIA
09793241000100;-8,0747898;-34,8923993;;;;0;;0;LARANJA;ALTA
00401668000140;-13,0025371;-38,4630289;;;;0;;0;LARANJA;ALTA
00470282000190;-23,6042492;-46,8766277;;;;0;;0;VERMELHO;MEDIA
26448357000120;-15,801519;-47,860297;;;;0;;0;LARANJA;MEDIA
05539110000140;-26,086847;-49,7798281;;;;0;;0;;INATIVA
45022217000130;-22,3199458;-49,0721483;;;;0;1;0;LARANJA;BAIXA
34028316755090;-16,7618153;-49,4358151;;;;0;;0;VERDE;ALTA
04339478000100;-19,872623;-40,8752658;;;;0;;0;AZUL;ALTA
13289308000140;-16,820257;-49,2473044;;;;1;;1;AMARELO;MEDIA
01702172000170;-13,6592549;-57,8929903;;;;0;;0;VERDE;ALTA
05208054000160;-22,7471249;-47,3283757;;;;0;;0;AZUL;MEDIA
09151222000180;-8,4834102;-36,058742;;;;0;;0;AMARELO;MEDIA
09209066000160;-21,7865529;-43,3598965;;;;0;;0;AMARELO;MEDIA
70162821000100;-5,7716876;-35,2582785;;;;0;;0;LARANJA;MEDIA
02007395000260;-23,5590603;-46,6601516;;;;0;;0;VERDE;MEDIA
60746948296720;-13,6421034;-41,8412112;;;;0;;0;VERDE;ALTA
01549792000110;-20,8457482;-41,1223254;;;;0;;0;VERDE;ALTA
05873796000100;-22,9004989;-43,1829364;;;;0;;0;LARANJA;BAIXA
11961032000170;-16,7135223;-49,222584;;;;1;;1;AMARELO;MEDIA
06041113000200;-12,2553698;-38,9676968;;;;1;;0;VERDE;ALTA
34249508000140;-12,260981;-38,9394626;;;;0;;0;AZUL;ALTA
03139422000130;-15,5335017;-47,2990845;;;;0;;0;LARANJA;MEDIA
09442420000100;-3,085808;-60,0567464;;;;1;;0;LARANJA;MEDIA
36384303000100;-20,2584572;-40,2981545;8,000000;0;11;1;;0;VERDE;ALTA
11333250000160;-22,6156616;-46,7011415;;;;1;;1;VERDE;MEDIA
47073499000120;-23,7169379;-46,4002854;;;;0;;0;VERDE;MEDIA
06081971000190;-15,9647642;-44,8697621;;;;0;;0;;INATIVA
11529314000100;-13,0258763;-39,605017;;;;1;;0;AMARELO;MEDIA
61699567002560;-23,515821;-46,5874441;;;;0;;0;VERDE;ALTA
94991874000100;-29,1360434;-56,5476759;;;;0;;0;AZUL;MEDIA
93778132000120;-29,9902135;-51,0952768;;;;0;;0;AZUL;BAIXA
06300679000110;-23,6255831;-46,6344853;;;;0;;0;AMARELO;MEDIA
03748521000110;-3,7300232;-40,9926511;;;;0;;0;AZUL;ALTA
10573096000130;-23,0812458;-51,0540674;;;;1;;0;VERDE;ALTA
05083356000150;-5,1187158;-42,7942986;;;;0;;0;LARANJA;BAIXA
04629492000130;-20,9356982;-50,4963605;;;;1;;0;VERDE;MEDIA
12924082000140;-23,6648849;-46,5260816;;;;1;;0;AZUL;MEDIA
15486614000100;-16,6622147;-49,3334385;;;;1;;1;AMARELO;MEDIA
07920844000280;-19,645453;-43,90466;;;;0;;0;VERDE;ALTA
06798433000110;-6,364958;-39,2994839;;;;1;;0;LARANJA;MEDIA
07744917000140;-20,4174129;-49,9791596;;;;0;;0;;INATIVA
04284644000100;-2,5612183;-44,19089;;;;0;;0;;INATIVA
02466849000180;-29,7685798;-57,0598259;;;;0;;0;;INATIVA
07489012000170;-23,4203371;-51,9439814;;;;0;;0;;INATIVA
56100522000110;-23,5432397;-46,63747;;;;0;;0;;INATIVA
01907725000120;-8,7818547;-63,7023562;;;;0;;0;;INATIVA
03234709000140;-23,5433003;-46,1891146;;;;0;;0;;INATIVA
02708643000110;-6,2286868;-41,4205395;;;;0;;0;;INATIVA
14767404000110;-11,6918349;-41,4691991;;;;0;;0;;INATIVA
39803168000170;-20,2390109;-40,2171343;;;;0;;0;;INATIVA
10463909000130;-5,178204;-40,6695522;;;;0;;0;;INATIVA
04462898000170;-23,2767611;-47,3061821;;;;0;;0;;INATIVA
38623013000190;-20,3942672;-43,4444146;;;;0;;0;;INATIVA
08626317000140;-23,5398149;-46,7130911;;;;0;;0;;INATIVA
33120981000160;-22,9011148;-43,2772812;;;;0;;0;;INATIVA
14122439000100;-28,6286344;-53,1016966;;1;0;1;;1;VERDE;MEDIA
26905711000280;-17,0332588;-48,301061;;;;0;;0;AMARELO;MEDIA
08270543000130;-4,134077;-41,7862269;;;;0;;0;AMARELO;INATIVA
08664154000190;-12,2317285;-38,9304633;;;;1;;0;AZUL;ALTA
05061282000150;-3,7495206;-38,503921;;;;0;;0;LARANJA;MEDIA
14646820000160;-23,5489433;-46,6388182;;;;1;;1;AMARELO;MEDIA
16608307000100;-15,6456909;-56,0368326;;1;0;1;;0;AZUL;ALTA
93277291000140;-30,0411213;-51,2186395;;1;0;1;;0;VERDE;ALTA
14547620000150;-23,4949308;-46,3827305;;1;0;1;;1;AMARELO;MEDIA
14739142000180;-21,8637044;-42,6688677;;;;1;;0;AZUL;MEDIA
02721159000120;-26,4004062;-52,7250583;;;;0;;0;VERDE;INATIVA
09337499000100;-23,5790901;-46,671893;;3;0;0;;0;VERDE;ALTA
14538913000170;-21,7186744;-51,0219868;;;;0;;0;AMARELO;MEDIA
13867089000130;-23,896043;-46,4221715;;;;1;;0;VERDE;ALTA
12921517000100;-8,1205104;-35,3014064;;;;1;;1;AMARELO;MEDIA
25114083000170;-16,7697166;-47,6147748;;;;0;;0;LARANJA;MEDIA
14402120000120;-22,8001084;-45,1721551;;;;1;;1;AMARELO;MEDIA
11094179000100;-23,5562726;-46,5503536;;;;1;;0;AMARELO;MEDIA
10863783000190;-23,4504579;-51,9206422;;;;1;;0;VERDE;MEDIA
12302052000100;-9,9518784;-47,9685441;;;;1;;1;AMARELO;MEDIA
12029532000130;-5,4825635;-47,486097;;;;1;;0;AZUL;MEDIA
15712403000130;-7,9589859;-34,8981716;;;;1;;1;AMARELO;MEDIA
15706143000190;-31,7602396;-52,4380972;;;;1;;1;VERDE;MEDIA
13260212000150;-27,5953778;-48,5480499;;1;0;1;;1;AMARELO;MEDIA
12417647000100;-5,180987;-37,3571897;;;;1;;1;VERDE;ALTA
15418631000100;-3,8582317;-38,4990006;;;;1;;1;AMARELO;MEDIA
11100064000180;-22,6988398;-43,6270221;;;;0;;0;AZUL;MEDIA
11917314000170;-9,4224274;-40,5218579;;;;0;;0;;INATIVA
11174578000180;-22,2240094;-45,9377359;;;;0;;0;AZUL;ALTA
12994532000170;-23,5862361;-46,3815899;;;;1;;1;AMARELO;MEDIA
10962790000140;-20,8516084;-49,3380013;;1;0;0;;0;;INATIVA
10896043000150;-25,5364098;-49,2699457;;;;1;;0;AZUL;MEDIA
11726980000120;-23,6766615;-46,6560303;;;;1;;0;VERDE;ALTA
14103355000110;-23,5861425;-46,6766946;;;;0;;0;VERDE;ALTA
14104356000180;-21,5970268;-46,8833727;;;;1;;0;VERDE;INATIVA
15702171000130;-3,1190275;-60,0217314;;;;1;;1;VERDE;ALTA
00069426000100;-3,7256256;-40,9901454;;;;0;;0;VERDE;ALTA
15227571000130;-2,4935866;-44,211161;;;;1;;1;AMARELO;BAIXA
09119980000200;-22,472994;-48,5637543;;;;0;;0;VERDE;MEDIA
15417198000180;-23,2558716;-45,697638;;;;0;;0;AZUL;MEDIA
08550335000780;-21,563131;-51,2658432;;;;0;;0;VERDE;ALTA
14264072000150;-23,4418759;-51,8668848;;0;2;1;;0;VERDE;ALTA
08357174000380;-19,9815855;-50,2966119;;;;0;;0;VERDE;ALTA
08376155000210;-22,472994;-48,5637543;;;;0;;0;VERDE;MEDIA
15418205005390;-20,4445918;-54,5954024;;;;0;;0;VERDE;ALTA
11429851000170;-16,4821843;-54,5810466;;;;0;;0;AZUL;INATIVA
08666181000100;-23,6438772;-46,5799036;;;;0;;0;AZUL;MEDIA
12712166000110;-30,0277041;-51,2287346;;;;1;;1;AMARELO;MEDIA
48689921000210;-23,9871007;-46,2971151;;4;0;0;;0;VERDE;ALTA
88707799000100;-29,1625365;-51,1648469;;;;0;25;0;VERDE;ALTA
11753246000150;-12,8708703;-38,4332576;;;;1;;0;VERDE;ALTA
01504872000150;-23,5471637;-46,4422208;;;;0;;0;AZUL;INATIVA
23007925000240;-3,0456074;-59,941748;;;;0;;0;VERDE;ALTA
92885797000250;-30,0233155;-51,2012992;;;;1;;0;VERDE;ALTA
12430235000100;-9,3934813;-36,1545863;;;;0;;0;AMARELO;INATIVA
12514708000140;-12,9022798;-38,4481792;;;;1;;1;VERDE;MEDIA
15756543000100;-5,150274;-35,8763395;;;;0;;0;AMARELO;MEDIA
02540064000100;-8,0591767;-34,89884;;;;0;;0;AZUL;ALTA
71630115000370;-23,5293242;-46,636686;;;;0;;0;VERDE;MEDIA
09251215000150;-21,565591;-45,447081;;;;0;;0;VERDE;ALTA
04085863000160;-24,260522;-49,7251894;;;;0;;0;LARANJA;BAIXA
08532199000100;-21,7672095;-43,348549;;;;0;;0;VERDE;ALTA
10664524000130;-23,5372029;-46,908837;;0;2;1;;0;LARANJA;ALTA
10394222000190;-21,5365364;-43,196075;;;;1;;0;AZUL;MEDIA
12241313000110;-22,8272883;-43,0637646;;;;1;;1;AMARELO;MEDIA
03102355000180;-29,2277187;-51,1572684;;;;0;;0;LARANJA;BAIXA
09157442000110;-5,1454685;-42,7752649;;;;0;;0;LARANJA;BAIXA
34284679000290;-12,9221133;-38,4415553;;;;0;;0;VERDE;ALTA
13216251000150;-19,8497779;-43,1779336;;;;1;;1;AMARELO;MEDIA
14268215000100;-12,9796782;-38,4513853;;;;0;;0;VERDE;ALTA
10268252000150;-9,4384672;-40,5052236;;;;1;;0;AZUL;ALTA
08109273000180;-12,2356809;-38,9538972;;25;0;1;;0;VERDE;ALTA
67824862000100;-21,7698647;-52,1228659;;;;0;;0;LARANJA;MEDIA
15426742000150;-22,880171;-43,3062742;;;;1;;1;VERDE;MEDIA
10394172000140;-25,3933933;-49,3357678;;;;0;;0;AZUL;MEDIA
12783085000100;-11,5195153;-37,5132341;;;;1;;0;AZUL;ALTA
13241685000100;-23,5524035;-46,1999557;;;;1;;1;AMARELO;MEDIA
23528946000120;-9,2797502;-43,3293866;;;;1;;0;VERDE;MEDIA
96446877000180;-22,1076266;-51,4283859;;;;0;;0;VERDE;MEDIA
15281898000190;-23,7452955;-46,7012118;;;;1;;1;VERDE;MEDIA
15293010000130;-23,6177736;-45,4158182;;;;1;;1;VERDE;MEDIA
14296111000100;-23,6925951;-46,5449584;;;;1;;1;AMARELO;MEDIA
14374387000150;-1,7535899;-52,2367884;;;;1;;1;AMARELO;MEDIA
14294838000140;-21,0277616;-47,7772049;;;;1;;1;AMARELO;BAIXA
15611435000140;-8,0361128;-50,0328197;;;;1;;0;AMARELO;MEDIA
14685021000100;-29,1856104;-51,205851;;;;0;;0;;INATIVA
14229072000110;-18,8549317;-41,9559233;;;;1;;1;AMARELO;MEDIA
14230896000100;-28,9225492;-49,6818643;;;;1;;1;AMARELO;MEDIA
15795841000100;-8,0009144;-35,7020186;;;;0;;0;AMARELO;MEDIA
91409698000230;-29,1575603;-51,1727439;;;;0;;0;;INATIVA
11493183000140;-20,025785;-40,7443164;;;;0;;0;;INATIVA
92773894000170;-29,378234;-51,1115062;;;;0;;0;;INATIVA
93664829000170;-30,0246545;-51,202838;;;;0;;0;;INATIVA
93265635000100;-29,4715638;-51,8094964;;;;0;;0;;INATIVA
78420809000160;-25,0245543;-50,5852681;;;;0;;0;;INATIVA
76833102000150;-27,3007309;-49,7921859;;;;0;;0;;INATIVA
35510080000100;-8,058329;-34,9110923;;;;0;;0;;INATIVA
79630992000190;-23,4500029;-52,0009848;;;;0;;0;;INATIVA
10863237000150;-16,3308142;-48,9349091;;;;0;;0;;INATIVA
14429529000130;-23,5414254;-46,4854919;;;;1;;1;AMARELO;BAIXA
89158042000240;-30,0375712;-51,2294054;;;;0;;0;VERMELHO;BAIXA
13395693000100;-19,9701334;-44,1777456;;;;0;;0;AMARELO;MEDIA
16982409000190;-15,9411375;-58,2348638;;;;0;;0;VERDE;ALTA
04329158000160;-25,5590178;-49,169682;;;;0;;0;LARANJA;INATIVA
13312165000140;-22,1838749;-47,389403;;;;1;;0;VERDE;ALTA
14427862000100;-2,5391099;-44,2829046;;;;1;;1;AMARELO;MEDIA
05553850000130;-23,6005091;-46,6725252;;;;0;;0;;INATIVA
13853836000180;-23,6584106;-46,7526853;;;;1;;1;AMARELO;MEDIA
13831273000120;-22,8948653;-47,0539139;;;;1;;0;AZUL;MEDIA
15386382000100;-20,1915033;-44,7657382;;1;0;1;;1;VERDE;ALTA
00911525000260;-3,7338948;-38,4968136;;;;0;;0;VERMELHO;MEDIA
26881151000190;-16,820257;-49,2473044;;;;0;;0;VERDE;ALTA
15885120000190;-22,9625973;-45,5494046;;;;0;;0;;INATIVA
02920183000350;-1,5189079;-48,617001;;10;10;0;;0;VERDE;ALTA
15369344000140;-12,9481722;-38,4526021;;;;1;;1;VERDE;ALTA
15371190000120;-10,8478136;-37,1429737;;;;1;;1;VERDE;ALTA
14051170000100;-1,4310843;-48,4517027;;;;1;;0;AZUL;ALTA
09329361000150;-23,6922144;-46,5710528;;;;0;;0;AMARELO;MEDIA
08937617000140;-8,2125098;-34,9233171;;;;0;;0;AMARELO;ALTA
08113237000190;-20,0660395;-44,3004896;;;;0;;0;LARANJA;BAIXA
13714227000140;-27,8689825;-54,4768532;;;;1;;0;AMARELO;BAIXA
09512424000100;-21,1291403;-42,3702252;;;;0;;0;;INATIVA
09661130000140;-20,4697399;-45,9635451;;;;0;;0;VERDE;ALTA
08714904000190;-23,6104915;-46,7791596;;;;0;;0;AMARELO;BAIXA
07716092000150;-22,0558905;-45,2582004;;;;0;;0;AZUL;ALTA
08557318000180;-22,7466667;-50,3880476;;;;0;;0;AMARELO;MEDIA
08846739000120;-25,9857246;-52,5728013;;;;1;;1;VERDE;ALTA
08531719000160;-21,7324161;-43,3992699;;;;0;;0;AZUL;ALTA
13842491000160;-3,1190275;-60,0217314;;;;1;;1;AMARELO;MEDIA
13761610000150;-23,6797107;-46,5271002;;;;0;;0;VERDE;INATIVA
10217105000150;-14,7503305;-40,0873107;;;;0;;0;;INATIVA
15955574000190;-16,992307;-42,3509192;;;;0;;0;;INATIVA
02983512000140;-14,8641122;-40,5590647;;;;1;;0;VERDE;ALTA
02859553000120;-22,2918515;-46,6106145;;2;5;1;;0;VERDE;ALTA
01098983001690;-8,16381;-34,924441;;;;0;;0;VERDE;ALTA
01701201001150;-23,2955325;-50,0785557;;;;0;;0;VERDE;ALTA
14185636000160;-19,8629065;-43,9198255;;;;1;;1;AMARELO;MEDIA
07770331000150;-17,2230834;-46,8719813;;;;0;;0;AZUL;ALTA
04696419000180;-23,69732;-46,7794936;;2;0;1;;0;LARANJA;ALTA
15012432000190;-3,7253845;-38,5142635;;;;0;;0;;INATIVA
04397978000190;-20,254758;-47,4868275;;;;0;;0;AMARELO;MEDIA
61198164025740;-23,5426996;-46,563649;;;;0;;0;VERDE;MEDIA
15154793000170;-20,7349631;-49,5840964;;1;0;1;;0;AMARELO;BAIXA
01133587000250;-31,3696028;-51,9707595;;;;0;;0;AMARELO;MEDIA
04623463000160;-15,7912385;-47,8548159;;;;0;;0;LARANJA;MEDIA
03470429000130;-23,1940651;-45,8877697;;1;0;0;;0;VERDE;MEDIA
16099631000140;-15,7461352;-47,9245279;;;;1;;1;AMARELO;MEDIA
11320227000130;-24,5304286;-54,0523578;;;;0;;0;AZUL;BAIXA
15544009000130;-23,5532151;-46,4331285;;;;1;;1;AMARELO;BAIXA
14738299000190;-23,3991503;-51,8974246;;;;1;;1;VERDE;MEDIA
10624069000140;-24,319196;-47,6350613;;;;0;;0;AMARELO;MEDIA
11906151000120;-23,5991226;-51,6386494;;1;0;0;;0;;INATIVA
16383967000130;-22,1074078;-51,3963988;;;;1;;0;VERDE;MEDIA
